ptf, phif, pti, pti/ptf
0.150000, -0.062832, 0.850348, 5.668988
0.150000, 0.000000, 0.850000, 5.666667
0.150000, 0.062832, 0.850348, 5.668988
0.150000, 0.125664, 0.851390, 5.675936
0.150000, 0.188496, 0.853120, 5.687467
0.150000, 0.251327, 0.855526, 5.703508
0.150000, 0.314159, 0.858594, 5.723958
0.150000, 0.376991, 0.862303, 5.748689
0.150000, 0.439823, 0.866632, 5.777550
0.150000, 0.502655, 0.871555, 5.810366
0.150000, 0.565487, 0.877041, 5.846943
0.150000, 0.628319, 0.883060, 5.887066
0.150000, 0.691150, 0.889576, 5.930509
0.150000, 0.753982, 0.896554, 5.977028
0.150000, 0.816814, 0.903956, 6.026371
0.150000, 0.879646, 0.911742, 6.078278
0.150000, 0.942478, 0.919872, 6.132480
0.150000, 1.005310, 0.928306, 6.188706
0.150000, 1.068142, 0.937003, 6.246684
0.150000, 1.130973, 0.945921, 6.306139
0.150000, 1.193805, 0.955020, 6.366798
0.150000, 1.256637, 0.964259, 6.428392
0.150000, 1.319469, 0.973598, 6.490653
0.150000, 1.382301, 0.982998, 6.553322
0.150000, 1.445133, 0.992421, 6.616142
0.150000, 1.507964, 1.001830, 6.678865
0.150000, 1.570796, 1.011187, 6.741249
0.150000, 1.633628, 1.020459, 6.803062
0.150000, 1.696460, 1.029612, 6.864077
0.150000, 1.759292, 1.038612, 6.924078
0.150000, 1.822124, 1.047429, 6.982858
0.150000, 1.884956, 1.056033, 7.040218
0.150000, 1.947787, 1.064395, 7.095969
0.150000, 2.010619, 1.072490, 7.149930
0.150000, 2.073451, 1.080290, 7.201932
0.150000, 2.136283, 1.087772, 7.251814
0.150000, 2.199115, 1.094914, 7.299423
0.150000, 2.261947, 1.101693, 7.344619
0.150000, 2.324779, 1.108090, 7.387269
0.150000, 2.387610, 1.114087, 7.427249
0.150000, 2.450442, 1.119667, 7.464446
0.150000, 2.513274, 1.124813, 7.498756
0.150000, 2.576106, 1.129512, 7.530083
0.150000, 2.638938, 1.133751, 7.558342
0.150000, 2.701770, 1.137518, 7.583456
0.150000, 2.764602, 1.140804, 7.605358
0.150000, 2.827433, 1.143598, 7.623988
0.150000, 2.890265, 1.145895, 7.639299
0.150000, 2.953097, 1.147687, 7.651249
0.150000, 3.015929, 1.148971, 7.659807
0.150000, 3.078761, 1.149743, 7.664951
0.160000, -3.141593, 1.160000, 7.250000
0.160000, -3.078761, 1.159728, 7.248299
0.160000, -3.015929, 1.158912, 7.243199
0.160000, -2.953097, 1.157554, 7.234714
0.160000, -2.890265, 1.155659, 7.222866
0.160000, -2.827433, 1.153229, 7.207684
0.160000, -2.764602, 1.150273, 7.189208
0.160000, -2.701770, 1.146798, 7.167485
0.160000, -2.638938, 1.142812, 7.142572
0.160000, -2.576106, 1.138325, 7.114534
0.160000, -2.513274, 1.133351, 7.083446
0.160000, -2.450442, 1.127903, 7.049391
0.160000, -2.387610, 1.121994, 7.012461
0.160000, -2.324779, 1.115641, 6.972757
0.160000, -2.261947, 1.108862, 6.930390
0.160000, -2.199115, 1.101677, 6.885479
0.160000, -2.136283, 1.094104, 6.838153
0.160000, -2.073451, 1.086168, 6.788551
0.160000, -2.010619, 1.077891, 6.736820
0.160000, -1.947787, 1.069299, 6.683117
0.160000, -1.884956, 1.060418, 6.627610
0.160000, -1.822124, 1.051276, 6.570474
0.160000, -1.759292, 1.041903, 6.511894
0.160000, -1.696460, 1.032331, 6.452067
0.160000, -1.633628, 1.022591, 6.391196
0.160000, -1.570796, 1.012719, 6.329494
0.160000, -1.507964, 1.002750, 6.267186
0.160000, -1.445133, 0.992720, 6.204501
0.160000, -1.382301, 0.982669, 6.141680
0.160000, -1.319469, 0.972635, 6.078970
0.160000, -1.256637, 0.962660, 6.016626
0.160000, -1.193805, 0.952785, 5.954909
0.160000, -1.130973, 0.943054, 5.894087
0.160000, -1.068142, 0.933509, 5.834430
0.160000, -1.005310, 0.924194, 5.776215
0.160000, -0.942478, 0.915155, 5.719719
0.160000, -0.879646, 0.906435, 5.665218
0.160000, -0.816814, 0.898078, 5.612990
0.160000, -0.753982, 0.890129, 5.563308
0.160000, -0.691150, 0.882630, 5.516438
0.160000, -0.628319, 0.875622, 5.472640
0.160000, -0.565487, 0.869146, 5.432164
0.160000, -0.502655, 0.863239, 5.395245
0.160000, -0.439823, 0.857937, 5.362104
0.160000, -0.376991, 0.853271, 5.332944
0.160000, -0.314159, 0.849271, 5.307946
0.160000, -0.251327, 0.845963, 5.287269
0.160000, -0.188496, 0.843367, 5.271044
0.160000, -0.125664, 0.841501, 5.259379
0.160000, -0.062832, 0.840376, 5.252349
0.160000, 0.000000, 0.840000, 5.250000
0.160000, 0.062832, 0.840376, 5.252349
0.160000, 0.125664, 0.841501, 5.259379
0.160000, 0.188496, 0.843367, 5.271044
0.160000, 0.251327, 0.845963, 5.287269
0.160000, 0.314159, 0.849271, 5.307946
0.160000, 0.376991, 0.853271, 5.332944
0.160000, 0.439823, 0.857937, 5.362104
0.160000, 0.502655, 0.863239, 5.395245
0.160000, 0.565487, 0.869146, 5.432164
0.160000, 0.628319, 0.875622, 5.472640
0.160000, 0.691150, 0.882630, 5.516438
0.160000, 0.753982, 0.890129, 5.563308
0.160000, 0.816814, 0.898078, 5.612990
0.160000, 0.879646, 0.906435, 5.665218
0.160000, 0.942478, 0.915155, 5.719719
0.160000, 1.005310, 0.924194, 5.776215
0.160000, 1.068142, 0.933509, 5.834430
0.160000, 1.130973, 0.943054, 5.894087
0.160000, 1.193805, 0.952785, 5.954909
0.160000, 1.256637, 0.962660, 6.016626
0.160000, 1.319469, 0.972635, 6.078970
0.160000, 1.382301, 0.982669, 6.141680
0.160000, 1.445133, 0.992720, 6.204501
0.160000, 1.507964, 1.002750, 6.267186
0.160000, 1.570796, 1.012719, 6.329494
0.160000, 1.633628, 1.022591, 6.391196
0.160000, 1.696460, 1.032331, 6.452067
0.160000, 1.759292, 1.041903, 6.511894
0.160000, 1.822124, 1.051276, 6.570474
0.160000, 1.884956, 1.060418, 6.627610
0.160000, 1.947787, 1.069299, 6.683117
0.160000, 2.010619, 1.077891, 6.736820
0.160000, 2.073451, 1.086168, 6.788551
0.160000, 2.136283, 1.094104, 6.838153
0.160000, 2.199115, 1.101677, 6.885479
0.160000, 2.261947, 1.108862, 6.930390
0.160000, 2.324779, 1.115641, 6.972757
0.160000, 2.387610, 1.121994, 7.012461
0.160000, 2.450442, 1.127903, 7.049391
0.160000, 2.513274, 1.133351, 7.083446
0.160000, 2.576106, 1.138325, 7.114534
0.160000, 2.638938, 1.142812, 7.142572
0.160000, 2.701770, 1.146798, 7.167485
0.160000, 2.764602, 1.150273, 7.189208
0.160000, 2.827433, 1.153229, 7.207684
0.160000, 2.890265, 1.155659, 7.222866
0.160000, 2.953097, 1.157554, 7.234714
0.160000, 3.015929, 1.158912, 7.243199
0.160000, 3.078761, 1.159728, 7.248299
0.170000, -3.141593, 1.170000, 6.882353
0.170000, -3.078761, 1.169713, 6.880666
0.170000, -3.015929, 1.168854, 6.875610
0.170000, -2.953097, 1.167424, 6.867197
0.170000, -2.890265, 1.165426, 6.855448
0.170000, -2.827433, 1.162867, 6.840393
0.170000, -2.764602, 1.159752, 6.822069
0.170000, -2.701770, 1.156089, 6.800522
0.170000, -2.638938, 1.151887, 6.775807
0.170000, -2.576106, 1.147158, 6.747988
0.170000, -2.513274, 1.141913, 6.717137
0.170000, -2.450442, 1.136167, 6.683333
0.170000, -2.387610, 1.129933, 6.646667
0.170000, -2.324779, 1.123230, 6.607236
0.170000, -2.261947, 1.116075, 6.565149
0.170000, -2.199115, 1.108489, 6.520521
0.170000, -2.136283, 1.100491, 6.473478
0.170000, -2.073451, 1.092106, 6.424155
0.170000, -2.010619, 1.083358, 6.372695
0.170000, -1.947787, 1.074273, 6.319253
0.170000, -1.884956, 1.064878, 6.263990
0.170000, -1.822124, 1.055204, 6.207080
0.170000, -1.759292, 1.045280, 6.148704
0.170000, -1.696460, 1.035139, 6.089055
0.170000, -1.633628, 1.024816, 6.028332
0.170000, -1.570796, 1.014347, 5.966748
0.170000, -1.507964, 1.003769, 5.904521
0.170000, -1.445133, 0.993120, 5.841880
0.170000, -1.382301, 0.982441, 5.779065
0.170000, -1.319469, 0.971774, 5.716320
0.170000, -1.256637, 0.961163, 5.653900
0.170000, -1.193805, 0.950651, 5.592066
0.170000, -1.130973, 0.940285, 5.531086
0.170000, -1.068142, 0.930110, 5.471233
0.170000, -1.005310, 0.920173, 5.412784
0.170000, -0.942478, 0.910523, 5.356020
0.170000, -0.879646, 0.901208, 5.301223
0.170000, -0.816814, 0.892275, 5.248674
0.170000, -0.753982, 0.883771, 5.198651
0.170000, -0.691150, 0.875743, 5.151428
0.170000, -0.628319, 0.868236, 5.107272
0.170000, -0.565487, 0.861295, 5.066439
0.170000, -0.502655, 0.854959, 5.029173
0.170000, -0.439823, 0.849270, 4.995703
0.170000, -0.376991, 0.844261, 4.966239
0.170000, -0.314159, 0.839965, 4.940969
0.170000, -0.251327, 0.836410, 4.920059
0.170000, -0.188496, 0.833620, 4.903647
0.170000, -0.125664, 0.831613, 4.891844
0.170000, -0.062832, 0.830404, 4.884730
0.170000, 0.000000, 0.830000, 4.882353
0.170000, 0.062832, 0.830404, 4.884730
0.170000, 0.125664, 0.831613, 4.891844
0.170000, 0.188496, 0.833620, 4.903647
0.170000, 0.251327, 0.836410, 4.920059
0.170000, 0.314159, 0.839965, 4.940969
0.170000, 0.376991, 0.844261, 4.966239
0.170000, 0.439823, 0.849270, 4.995703
0.170000, 0.502655, 0.854959, 5.029173
0.170000, 0.565487, 0.861295, 5.066439
0.170000, 0.628319, 0.868236, 5.107272
0.170000, 0.691150, 0.875743, 5.151428
0.170000, 0.753982, 0.883771, 5.198651
0.170000, 0.816814, 0.892275, 5.248674
0.170000, 0.879646, 0.901208, 5.301223
0.170000, 0.942478, 0.910523, 5.356020
0.170000, 1.005310, 0.920173, 5.412784
0.170000, 1.068142, 0.930110, 5.471233
0.170000, 1.130973, 0.940285, 5.531086
0.170000, 1.193805, 0.950651, 5.592066
0.170000, 1.256637, 0.961163, 5.653900
0.170000, 1.319469, 0.971774, 5.716320
0.170000, 1.382301, 0.982441, 5.779065
0.170000, 1.445133, 0.993120, 5.841880
0.170000, 1.507964, 1.003769, 5.904521
0.170000, 1.570796, 1.014347, 5.966748
0.170000, 1.633628, 1.024816, 6.028332
0.170000, 1.696460, 1.035139, 6.089055
0.170000, 1.759292, 1.045280, 6.148704
0.170000, 1.822124, 1.055204, 6.207080
0.170000, 1.884956, 1.064878, 6.263990
0.170000, 1.947787, 1.074273, 6.319253
0.170000, 2.010619, 1.083358, 6.372695
0.170000, 2.073451, 1.092106, 6.424155
0.170000, 2.136283, 1.100491, 6.473478
0.170000, 2.199115, 1.108489, 6.520521
0.170000, 2.261947, 1.116075, 6.565149
0.170000, 2.324779, 1.123230, 6.607236
0.170000, 2.387610, 1.129933, 6.646667
0.170000, 2.450442, 1.136167, 6.683333
0.170000, 2.513274, 1.141913, 6.717137
0.170000, 2.576106, 1.147158, 6.747988
0.170000, 2.638938, 1.151887, 6.775807
0.170000, 2.701770, 1.156089, 6.800522
0.170000, 2.764602, 1.159752, 6.822069
0.170000, 2.827433, 1.162867, 6.840393
0.170000, 2.890265, 1.165426, 6.855448
0.170000, 2.953097, 1.167424, 6.867197
0.170000, 3.015929, 1.168854, 6.875610
0.170000, 3.078761, 1.169713, 6.880666
0.180000, -3.141593, 1.180000, 6.555556
0.180000, -3.078761, 1.179699, 6.553883
0.180000, -3.015929, 1.178797, 6.548870
0.180000, -2.953097, 1.177295, 6.540528
0.180000, -2.890265, 1.175198, 6.528877
0.180000, -2.827433, 1.172510, 6.513946
0.180000, -2.764602, 1.169239, 6.495771
0.180000, -2.701770, 1.165392, 6.474398
0.180000, -2.638938, 1.160978, 6.449879
0.180000, -2.576106, 1.156010, 6.422275
0.180000, -2.513274, 1.150498, 6.391657
0.180000, -2.450442, 1.144458, 6.358102
0.180000, -2.387610, 1.137905, 6.321697
0.180000, -2.324779, 1.130857, 6.282537
0.180000, -2.261947, 1.123331, 6.240728
0.180000, -2.199115, 1.115349, 6.196382
0.180000, -2.136283, 1.106932, 6.149620
0.180000, -2.073451, 1.098104, 6.100575
0.180000, -2.010619, 1.088890, 6.049387
0.180000, -1.947787, 1.079317, 5.996205
0.180000, -1.884956, 1.069414, 5.941188
0.180000, -1.822124, 1.059211, 5.884507
0.180000, -1.759292, 1.048741, 5.826338
0.180000, -1.696460, 1.038037, 5.766870
0.180000, -1.633628, 1.027134, 5.706301
0.180000, -1.570796, 1.016071, 5.644838
0.180000, -1.507964, 1.004886, 5.582699
0.180000, -1.445133, 0.993620, 5.520109
0.180000, -1.382301, 0.982315, 5.457305
0.180000, -1.319469, 0.971016, 5.394532
0.180000, -1.256637, 0.959768, 5.332042
0.180000, -1.193805, 0.948617, 5.270097
0.180000, -1.130973, 0.937614, 5.208965
0.180000, -1.068142, 0.926806, 5.148920
0.180000, -1.005310, 0.916244, 5.090242
0.180000, -0.942478, 0.905979, 5.033215
0.180000, -0.879646, 0.896062, 4.978123
0.180000, -0.816814, 0.886546, 4.925253
0.180000, -0.753982, 0.877480, 4.874889
0.180000, -0.691150, 0.868916, 4.827312
0.180000, -0.628319, 0.860903, 4.782794
0.180000, -0.565487, 0.853488, 4.741601
0.180000, -0.502655, 0.846717, 4.703983
0.180000, -0.439823, 0.840632, 4.670178
0.180000, -0.376991, 0.835273, 4.640404
0.180000, -0.314159, 0.830674, 4.614857
0.180000, -0.251327, 0.826868, 4.593709
0.180000, -0.188496, 0.823879, 4.577105
0.180000, -0.125664, 0.821729, 4.565162
0.180000, -0.062832, 0.820433, 4.557961
0.180000, 0.000000, 0.820000, 4.555556
0.180000, 0.062832, 0.820433, 4.557961
0.180000, 0.125664, 0.821729, 4.565162
0.180000, 0.188496, 0.823879, 4.577105
0.180000, 0.251327, 0.826868, 4.593709
0.180000, 0.314159, 0.830674, 4.614857
0.180000, 0.376991, 0.835273, 4.640404
0.180000, 0.439823, 0.840632, 4.670178
0.180000, 0.502655, 0.846717, 4.703983
0.180000, 0.565487, 0.853488, 4.741601
0.180000, 0.628319, 0.860903, 4.782794
0.180000, 0.691150, 0.868916, 4.827312
0.180000, 0.753982, 0.877480, 4.874889
0.180000, 0.816814, 0.886546, 4.925253
0.180000, 0.879646, 0.896062, 4.978123
0.180000, 0.942478, 0.905979, 5.033215
0.180000, 1.005310, 0.916244, 5.090242
0.180000, 1.068142, 0.926806, 5.148920
0.180000, 1.130973, 0.937614, 5.208965
0.180000, 1.193805, 0.948617, 5.270097
0.180000, 1.256637, 0.959768, 5.332042
0.180000, 1.319469, 0.971016, 5.394532
0.180000, 1.382301, 0.982315, 5.457305
0.180000, 1.445133, 0.993620, 5.520109
0.180000, 1.507964, 1.004886, 5.582699
0.180000, 1.570796, 1.016071, 5.644838
0.180000, 1.633628, 1.027134, 5.706301
0.180000, 1.696460, 1.038037, 5.766870
0.180000, 1.759292, 1.048741, 5.826338
0.180000, 1.822124, 1.059211, 5.884507
0.180000, 1.884956, 1.069414, 5.941188
0.180000, 1.947787, 1.079317, 5.996205
0.180000, 2.010619, 1.088890, 6.049387
0.180000, 2.073451, 1.098104, 6.100575
0.180000, 2.136283, 1.106932, 6.149620
0.180000, 2.199115, 1.115349, 6.196382
0.180000, 2.261947, 1.123331, 6.240728
0.180000, 2.324779, 1.130857, 6.282537
0.180000, 2.387610, 1.137905, 6.321697
0.180000, 2.450442, 1.144458, 6.358102
0.180000, 2.513274, 1.150498, 6.391657
0.180000, 2.576106, 1.156010, 6.422275
0.180000, 2.638938, 1.160978, 6.449879
0.180000, 2.701770, 1.165392, 6.474398
0.180000, 2.764602, 1.169239, 6.495771
0.180000, 2.827433, 1.172510, 6.513946
0.180000, 2.890265, 1.175198, 6.528877
0.180000, 2.953097, 1.177295, 6.540528
0.180000, 3.015929, 1.178797, 6.548870
0.180000, 3.078761, 1.179699, 6.553883
0.190000, -3.141593, 1.190000, 6.263158
0.190000, -3.078761, 1.189685, 6.261499
0.190000, -3.015929, 1.188740, 6.256528
0.190000, -2.953097, 1.187169, 6.248256
0.190000, -2.890265, 1.184973, 6.236701
0.190000, -2.827433, 1.182160, 6.221893
0.190000, -2.764602, 1.178735, 6.203866
0.190000, -2.701770, 1.174706, 6.182663
0.190000, -2.638938, 1.170084, 6.158337
0.190000, -2.576106, 1.164880, 6.130946
0.190000, -2.513274, 1.159106, 6.100557
0.190000, -2.450442, 1.152777, 6.067248
0.190000, -2.387610, 1.145909, 6.031101
0.190000, -2.324779, 1.138520, 5.992211
0.190000, -2.261947, 1.130629, 5.950677
0.190000, -2.199115, 1.122256, 5.906610
0.190000, -2.136283, 1.113425, 5.860129
0.190000, -2.073451, 1.104159, 5.811361
0.190000, -2.010619, 1.094484, 5.760444
0.190000, -1.947787, 1.084429, 5.707524
0.190000, -1.884956, 1.074023, 5.652755
0.190000, -1.822124, 1.063298, 5.596304
0.190000, -1.759292, 1.052286, 5.538345
0.190000, -1.696460, 1.041022, 5.479063
0.190000, -1.633628, 1.029544, 5.418651
0.190000, -1.570796, 1.017890, 5.357316
0.190000, -1.507964, 1.006101, 5.295269
0.190000, -1.445133, 0.994220, 5.232737
0.190000, -1.382301, 0.982291, 5.169951
0.190000, -1.319469, 0.970360, 5.107156
0.190000, -1.256637, 0.958475, 5.044603
0.190000, -1.193805, 0.946685, 4.982553
0.190000, -1.130973, 0.935042, 4.921275
0.190000, -1.068142, 0.923598, 4.861043
0.190000, -1.005310, 0.912407, 4.802140
0.190000, -0.942478, 0.901522, 4.744852
0.190000, -0.879646, 0.890999, 4.689467
0.190000, -0.816814, 0.880893, 4.636278
0.190000, -0.753982, 0.871259, 4.585573
0.190000, -0.691150, 0.862151, 4.537639
0.190000, -0.628319, 0.853624, 4.492757
0.190000, -0.565487, 0.845728, 4.451199
0.190000, -0.502655, 0.838513, 4.413224
0.190000, -0.439823, 0.832025, 4.379079
0.190000, -0.376991, 0.826308, 4.348990
0.190000, -0.314159, 0.821400, 4.323160
0.190000, -0.251327, 0.817336, 4.301769
0.190000, -0.188496, 0.814144, 4.284970
0.190000, -0.125664, 0.811848, 4.272882
0.190000, -0.062832, 0.810463, 4.265593
0.190000, 0.000000, 0.810000, 4.263158
0.190000, 0.062832, 0.810463, 4.265593
0.190000, 0.125664, 0.811848, 4.272882
0.190000, 0.188496, 0.814144, 4.284970
0.190000, 0.251327, 0.817336, 4.301769
0.190000, 0.314159, 0.821400, 4.323160
0.190000, 0.376991, 0.826308, 4.348990
0.190000, 0.439823, 0.832025, 4.379079
0.190000, 0.502655, 0.838513, 4.413224
0.190000, 0.565487, 0.845728, 4.451199
0.190000, 0.628319, 0.853624, 4.492757
0.190000, 0.691150, 0.862151, 4.537639
0.190000, 0.753982, 0.871259, 4.585573
0.190000, 0.816814, 0.880893, 4.636278
0.190000, 0.879646, 0.890999, 4.689467
0.190000, 0.942478, 0.901522, 4.744852
0.190000, 1.005310, 0.912407, 4.802140
0.190000, 1.068142, 0.923598, 4.861043
0.190000, 1.130973, 0.935042, 4.921275
0.190000, 1.193805, 0.946685, 4.982553
0.190000, 1.256637, 0.958475, 5.044603
0.190000, 1.319469, 0.970360, 5.107156
0.190000, 1.382301, 0.982291, 5.169951
0.190000, 1.445133, 0.994220, 5.232737
0.190000, 1.507964, 1.006101, 5.295269
0.190000, 1.570796, 1.017890, 5.357316
0.190000, 1.633628, 1.029544, 5.418651
0.190000, 1.696460, 1.041022, 5.479063
0.190000, 1.759292, 1.052286, 5.538345
0.190000, 1.822124, 1.063298, 5.596304
0.190000, 1.884956, 1.074023, 5.652755
0.190000, 1.947787, 1.084429, 5.707524
0.190000, 2.010619, 1.094484, 5.760444
0.190000, 2.073451, 1.104159, 5.811361
0.190000, 2.136283, 1.113425, 5.860129
0.190000, 2.199115, 1.122256, 5.906610
0.190000, 2.261947, 1.130629, 5.950677
0.190000, 2.324779, 1.138520, 5.992211
0.190000, 2.387610, 1.145909, 6.031101
0.190000, 2.450442, 1.152777, 6.067248
0.190000, 2.513274, 1.159106, 6.100557
0.190000, 2.576106, 1.164880, 6.130946
0.190000, 2.638938, 1.170084, 6.158337
0.190000, 2.701770, 1.174706, 6.182663
0.190000, 2.764602, 1.178735, 6.203866
0.190000, 2.827433, 1.182160, 6.221893
0.190000, 2.890265, 1.184973, 6.236701
0.190000, 2.953097, 1.187169, 6.248256
0.190000, 3.015929, 1.188740, 6.256528
0.190000, 3.078761, 1.189685, 6.261499
0.200000, -3.141593, 1.200000, 6.000000
0.200000, -3.078761, 1.199671, 5.998355
0.200000, -3.015929, 1.198685, 5.993425
0.200000, -2.953097, 1.197044, 5.985221
0.200000, -2.890265, 1.194752, 5.973762
0.200000, -2.827433, 1.191815, 5.959074
0.200000, -2.764602, 1.188238, 5.941192
0.200000, -2.701770, 1.184032, 5.920158
0.200000, -2.638938, 1.179204, 5.896021
0.200000, -2.576106, 1.173768, 5.868840
0.200000, -2.513274, 1.167736, 5.838679
0.200000, -2.450442, 1.161122, 5.805612
0.200000, -2.387610, 1.153944, 5.769722
0.200000, -2.324779, 1.146219, 5.731097
0.200000, -2.261947, 1.137967, 5.689837
0.200000, -2.199115, 1.129210, 5.646048
0.200000, -2.136283, 1.119969, 5.599845
0.200000, -2.073451, 1.110271, 5.551354
0.200000, -2.010619, 1.100142, 5.500708
0.200000, -1.947787, 1.089610, 5.448050
0.200000, -1.884956, 1.078706, 5.393530
0.200000, -1.822124, 1.067462, 5.337312
0.200000, -1.759292, 1.055913, 5.279566
0.200000, -1.696460, 1.044094, 5.220472
0.200000, -1.633628, 1.032045, 5.160223
0.200000, -1.570796, 1.019804, 5.099020
0.200000, -1.507964, 1.007414, 5.037072
0.200000, -1.445133, 0.994920, 4.974602
0.200000, -1.382301, 0.982368, 4.911841
0.200000, -1.319469, 0.969806, 4.849031
0.200000, -1.256637, 0.957284, 4.786421
0.200000, -1.193805, 0.944855, 4.724273
0.200000, -1.130973, 0.932571, 4.662854
0.200000, -1.068142, 0.920488, 4.602441
0.200000, -1.005310, 0.908663, 4.543317
0.200000, -0.942478, 0.897154, 4.485772
0.200000, -0.879646, 0.886019, 4.430097
0.200000, -0.816814, 0.875318, 4.376589
0.200000, -0.753982, 0.865108, 4.325542
0.200000, -0.691150, 0.855450, 4.277250
0.200000, -0.628319, 0.846400, 4.232001
0.200000, -0.565487, 0.838015, 4.190074
0.200000, -0.502655, 0.830348, 4.151739
0.200000, -0.439823, 0.823450, 4.117248
0.200000, -0.376991, 0.817367, 4.086837
0.200000, -0.314159, 0.812144, 4.060719
0.200000, -0.251327, 0.807816, 4.039080
0.200000, -0.188496, 0.804416, 4.022080
0.200000, -0.125664, 0.801969, 4.009845
0.200000, -0.062832, 0.800493, 4.002466
0.200000, 0.000000, 0.800000, 4.000000
0.200000, 0.062832, 0.800493, 4.002466
0.200000, 0.125664, 0.801969, 4.009845
0.200000, 0.188496, 0.804416, 4.022080
0.200000, 0.251327, 0.807816, 4.039080
0.200000, 0.314159, 0.812144, 4.060719
0.200000, 0.376991, 0.817367, 4.086837
0.200000, 0.439823, 0.823450, 4.117248
0.200000, 0.502655, 0.830348, 4.151739
0.200000, 0.565487, 0.838015, 4.190074
0.200000, 0.628319, 0.846400, 4.232001
0.200000, 0.691150, 0.855450, 4.277250
0.200000, 0.753982, 0.865108, 4.325542
0.200000, 0.816814, 0.875318, 4.376589
0.200000, 0.879646, 0.886019, 4.430097
0.200000, 0.942478, 0.897154, 4.485772
0.200000, 1.005310, 0.908663, 4.543317
0.200000, 1.068142, 0.920488, 4.602441
0.200000, 1.130973, 0.932571, 4.662854
0.200000, 1.193805, 0.944855, 4.724273
0.200000, 1.256637, 0.957284, 4.786421
0.200000, 1.319469, 0.969806, 4.849031
0.200000, 1.382301, 0.982368, 4.911841
0.200000, 1.445133, 0.994920, 4.974602
0.200000, 1.507964, 1.007414, 5.037072
0.200000, 1.570796, 1.019804, 5.099020
0.200000, 1.633628, 1.032045, 5.160223
0.200000, 1.696460, 1.044094, 5.220472
0.200000, 1.759292, 1.055913, 5.279566
0.200000, 1.822124, 1.067462, 5.337312
0.200000, 1.884956, 1.078706, 5.393530
0.200000, 1.947787, 1.089610, 5.448050
0.200000, 2.010619, 1.100142, 5.500708
0.200000, 2.073451, 1.110271, 5.551354
0.200000, 2.136283, 1.119969, 5.599845
0.200000, 2.199115, 1.129210, 5.646048
0.200000, 2.261947, 1.137967, 5.689837
0.200000, 2.324779, 1.146219, 5.731097
0.200000, 2.387610, 1.153944, 5.769722
0.200000, 2.450442, 1.161122, 5.805612
0.200000, 2.513274, 1.167736, 5.838679
0.200000, 2.576106, 1.173768, 5.868840
0.200000, 2.638938, 1.179204, 5.896021
0.200000, 2.701770, 1.184032, 5.920158
0.200000, 2.764602, 1.188238, 5.941192
0.200000, 2.827433, 1.191815, 5.959074
0.200000, 2.890265, 1.194752, 5.973762
0.200000, 2.953097, 1.197044, 5.985221
0.200000, 3.015929, 1.198685, 5.993425
0.200000, 3.078761, 1.199671, 5.998355
0.210000, -3.141593, 1.210000, 5.761905
0.210000, -3.078761, 1.209657, 5.760274
0.210000, -3.015929, 1.208631, 5.755384
0.210000, -2.953097, 1.206922, 5.747247
0.210000, -2.890265, 1.204535, 5.735882
0.210000, -2.827433, 1.201476, 5.721313
0.210000, -2.764602, 1.197750, 5.703574
