eta,phi,E/Ei
-2.5,-0.34,0.0100934
-2.5,-0.32,0.0100943
-2.5,-0.3,0.0100951
-2.5,-0.28,0.0100959
-2.5,-0.26,0.0100966
-2.5,-0.24,0.0100973
-2.5,-0.22,0.0100979
-2.5,-0.2,0.0100985
-2.5,-0.18,0.010099
-2.5,-0.16,0.0100995
-2.5,-0.14,0.0100999
-2.5,-0.12,0.0101002
-2.5,-0.1,0.0101005
-2.5,-0.08,0.0101008
-2.5,-0.06,0.010101
-2.5,-0.04,0.0101011
-2.5,-0.02,0.0101012
-2.5,6.17562e-16,0.0101012
-2.5,0.02,0.0101012
-2.5,0.04,0.0101011
-2.5,0.06,0.010101
-2.5,0.08,0.0101008
-2.5,0.1,0.0101005
-2.5,0.12,0.0101002
-2.5,0.14,0.0100999
-2.5,0.16,0.0100995
-2.5,0.18,0.010099
-2.5,0.2,0.0100985
-2.5,0.22,0.0100979
-2.5,0.24,0.0100973
-2.5,0.26,0.0100966
-2.5,0.28,0.0100959
-2.5,0.3,0.0100951
-2.5,0.32,0.0100943
-2.5,0.34,0.0100934
-2.5,0.36,0.0100925
-2.5,0.38,0.0100915
-2.5,0.4,0.0100904
-2.5,0.42,0.0100893
-2.5,0.44,0.0100882
-2.5,0.46,0.010087
-2.5,0.48,0.0100858
-2.5,0.5,0.0100845
-2.5,0.52,0.0100832
-2.5,0.54,0.0100818
-2.5,0.56,0.0100804
-2.5,0.58,0.0100789
-2.5,0.6,0.0100774
-2.5,0.62,0.0100758
-2.5,0.64,0.0100742
-2.5,0.66,0.0100726
-2.5,0.68,0.0100709
-2.5,0.7,0.0100692
-2.5,0.72,0.0100674
-2.5,0.74,0.0100656
-2.5,0.76,0.0100637
-2.5,0.78,0.0100618
-2.5,0.8,0.0100599
-2.5,0.82,0.010058
-2.5,0.84,0.010056
-2.5,0.86,0.0100539
-2.5,0.88,0.0100519
-2.5,0.9,0.0100498
-2.5,0.92,0.0100476
-2.5,0.94,0.0100455
-2.5,0.96,0.0100433
-2.5,0.98,0.0100411
-2.5,1,0.0100388
-2.4,-1,0.0100473
-2.4,-0.98,0.0100501
-2.4,-0.96,0.0100528
-2.4,-0.94,0.0100555
-2.4,-0.92,0.0100581
-2.4,-0.9,0.0100607
-2.4,-0.88,0.0100633
-2.4,-0.86,0.0100658
-2.4,-0.84,0.0100683
-2.4,-0.82,0.0100707
-2.4,-0.8,0.0100731
-2.4,-0.78,0.0100755
-2.4,-0.76,0.0100778
-2.4,-0.74,0.01008
-2.4,-0.72,0.0100822
-2.4,-0.7,0.0100844
-2.4,-0.68,0.0100865
-2.4,-0.66,0.0100886
-2.4,-0.64,0.0100906
-2.4,-0.62,0.0100926
-2.4,-0.6,0.0100945
-2.4,-0.58,0.0100963
-2.4,-0.56,0.0100981
-2.4,-0.54,0.0100999
-2.4,-0.52,0.0101015
-2.4,-0.5,0.0101032
-2.4,-0.48,0.0101047
-2.4,-0.46,0.0101063
-2.4,-0.44,0.0101077
-2.4,-0.42,0.0101091
-2.4,-0.4,0.0101104
-2.4,-0.38,0.0101117
-2.4,-0.36,0.0101129
-2.4,-0.34,0.0101141
-2.4,-0.32,0.0101152
-2.4,-0.3,0.0101162
-2.4,-0.28,0.0101171
-2.4,-0.26,0.010118
-2.4,-0.24,0.0101189
-2.4,-0.22,0.0101196
-2.4,-0.2,0.0101203
-2.4,-0.18,0.010121
-2.4,-0.16,0.0101215
-2.4,-0.14,0.010122
-2.4,-0.12,0.0101225
-2.4,-0.1,0.0101228
-2.4,-0.08,0.0101231
-2.4,-0.06,0.0101234
-2.4,-0.04,0.0101235
-2.4,-0.02,0.0101236
-2.4,6.17562e-16,0.0101237
-2.4,0.02,0.0101236
-2.4,0.04,0.0101235
-2.4,0.06,0.0101234
-2.4,0.08,0.0101231
-2.4,0.1,0.0101228
-2.4,0.12,0.0101225
-2.4,0.14,0.010122
-2.4,0.16,0.0101215
-2.4,0.18,0.010121
-2.4,0.2,0.0101203
-2.4,0.22,0.0101196
-2.4,0.24,0.0101189
-2.4,0.26,0.010118
-2.4,0.28,0.0101171
-2.4,0.3,0.0101162
-2.4,0.32,0.0101152
-2.4,0.34,0.0101141
-2.4,0.36,0.0101129
-2.4,0.38,0.0101117
-2.4,0.4,0.0101104
-2.4,0.42,0.0101091
-2.4,0.44,0.0101077
-2.4,0.46,0.0101063
-2.4,0.48,0.0101047
-2.4,0.5,0.0101032
-2.4,0.52,0.0101015
-2.4,0.54,0.0100999
-2.4,0.56,0.0100981
-2.4,0.58,0.0100963
-2.4,0.6,0.0100945
-2.4,0.62,0.0100926
-2.4,0.64,0.0100906
-2.4,0.66,0.0100886
-2.4,0.68,0.0100865
-2.4,0.7,0.0100844
-2.4,0.72,0.0100822
-2.4,0.74,0.01008
-2.4,0.76,0.0100778
-2.4,0.78,0.0100755
-2.4,0.8,0.0100731
-2.4,0.82,0.0100707
-2.4,0.84,0.0100683
-2.4,0.86,0.0100658
-2.4,0.88,0.0100633
-2.4,0.9,0.0100607
-2.4,0.92,0.0100581
-2.4,0.94,0.0100555
-2.4,0.96,0.0100528
-2.4,0.98,0.0100501
-2.4,1,0.0100473
-2.3,-1,0.0100577
-2.3,-0.98,0.010061
-2.3,-0.96,0.0100644
-2.3,-0.94,0.0100676
-2.3,-0.92,0.0100708
-2.3,-0.9,0.010074
-2.3,-0.88,0.0100772
-2.3,-0.86,0.0100802
-2.3,-0.84,0.0100833
-2.3,-0.82,0.0100863
-2.3,-0.8,0.0100892
-2.3,-0.78,0.0100921
-2.3,-0.76,0.0100949
-2.3,-0.74,0.0100976
-2.3,-0.72,0.0101004
-2.3,-0.7,0.010103
-2.3,-0.68,0.0101056
-2.3,-0.66,0.0101081
-2.3,-0.64,0.0101106
-2.3,-0.62,0.010113
-2.3,-0.6,0.0101153
-2.3,-0.58,0.0101176
-2.3,-0.56,0.0101198
-2.3,-0.54,0.0101219
-2.3,-0.52,0.010124
-2.3,-0.5,0.010126
-2.3,-0.48,0.0101279
-2.3,-0.46,0.0101298
-2.3,-0.44,0.0101315
-2.3,-0.42,0.0101333
-2.3,-0.4,0.0101349
-2.3,-0.38,0.0101365
-2.3,-0.36,0.0101379
-2.3,-0.34,0.0101393
-2.3,-0.32,0.0101407
-2.3,-0.3,0.0101419
-2.3,-0.28,0.0101431
-2.3,-0.26,0.0101442
-2.3,-0.24,0.0101452
-2.3,-0.22,0.0101462
-2.3,-0.2,0.010147
-2.3,-0.18,0.0101478
-2.3,-0.16,0.0101485
-2.3,-0.14,0.0101491
-2.3,-0.12,0.0101496
-2.3,-0.1,0.0101501
-2.3,-0.08,0.0101505
-2.3,-0.06,0.0101508
-2.3,-0.04,0.010151
-2.3,-0.02,0.0101511
-2.3,6.17562e-16,0.0101511
-2.3,0.02,0.0101511
-2.3,0.04,0.010151
-2.3,0.06,0.0101508
-2.3,0.08,0.0101505
-2.3,0.1,0.0101501
-2.3,0.12,0.0101496
-2.3,0.14,0.0101491
-2.3,0.16,0.0101485
-2.3,0.18,0.0101478
-2.3,0.2,0.010147
-2.3,0.22,0.0101462
-2.3,0.24,0.0101452
-2.3,0.26,0.0101442
-2.3,0.28,0.0101431
-2.3,0.3,0.0101419
-2.3,0.32,0.0101407
-2.3,0.34,0.0101393
-2.3,0.36,0.0101379
-2.3,0.38,0.0101365
-2.3,0.4,0.0101349
-2.3,0.42,0.0101333
-2.3,0.44,0.0101315
-2.3,0.46,0.0101298
-2.3,0.48,0.0101279
-2.3,0.5,0.010126
-2.3,0.52,0.010124
-2.3,0.54,0.0101219
-2.3,0.56,0.0101198
-2.3,0.58,0.0101176
-2.3,0.6,0.0101153
-2.3,0.62,0.010113
-2.3,0.64,0.0101106
-2.3,0.66,0.0101081
-2.3,0.68,0.0101056
-2.3,0.7,0.010103
-2.3,0.72,0.0101004
-2.3,0.74,0.0100976
-2.3,0.76,0.0100949
-2.3,0.78,0.0100921
-2.3,0.8,0.0100892
-2.3,0.82,0.0100863
-2.3,0.84,0.0100833
-2.3,0.86,0.0100802
-2.3,0.88,0.0100772
-2.3,0.9,0.010074
-2.3,0.92,0.0100708
-2.3,0.94,0.0100676
-2.3,0.96,0.0100644
-2.3,0.98,0.010061
-2.3,1,0.0100577
-2.2,-1,0.0100703
-2.2,-0.98,0.0100744
-2.2,-0.96,0.0100784
-2.2,-0.94,0.0100824
-2.2,-0.92,0.0100863
-2.2,-0.9,0.0100902
-2.2,-0.88,0.0100941
-2.2,-0.86,0.0100978
-2.2,-0.84,0.0101015
-2.2,-0.82,0.0101052
-2.2,-0.8,0.0101088
-2.2,-0.78,0.0101123
-2.2,-0.76,0.0101157
-2.2,-0.74,0.0101191
-2.2,-0.72,0.0101224
-2.2,-0.7,0.0101257
-2.2,-0.68,0.0101288
-2.2,-0.66,0.0101319
-2.2,-0.64,0.0101349
-2.2,-0.62,0.0101379
-2.2,-0.6,0.0101408
-2.2,-0.58,0.0101435
-2.2,-0.56,0.0101462
-2.2,-0.54,0.0101488
-2.2,-0.52,0.0101514
-2.2,-0.5,0.0101538
-2.2,-0.48,0.0101562
-2.2,-0.46,0.0101585
-2.2,-0.44,0.0101606
-2.2,-0.42,0.0101627
-2.2,-0.4,0.0101648
-2.2,-0.38,0.0101667
-2.2,-0.36,0.0101685
-2.2,-0.34,0.0101702
-2.2,-0.32,0.0101718
-2.2,-0.3,0.0101734
-2.2,-0.28,0.0101748
-2.2,-0.26,0.0101762
-2.2,-0.24,0.0101774
-2.2,-0.22,0.0101786
-2.2,-0.2,0.0101796
-2.2,-0.18,0.0101806
-2.2,-0.16,0.0101814
-2.2,-0.14,0.0101822
-2.2,-0.12,0.0101829
-2.2,-0.1,0.0101834
-2.2,-0.08,0.0101839
-2.2,-0.06,0.0101842
-2.2,-0.04,0.0101845
-2.2,-0.02,0.0101846
-2.2,6.17562e-16,0.0101847
-2.2,0.02,0.0101846
-2.2,0.04,0.0101845
-2.2,0.06,0.0101842
-2.2,0.08,0.0101839
-2.2,0.1,0.0101834
-2.2,0.12,0.0101829
-2.2,0.14,0.0101822
-2.2,0.16,0.0101814
-2.2,0.18,0.0101806
-2.2,0.2,0.0101796
-2.2,0.22,0.0101786
-2.2,0.24,0.0101774
-2.2,0.26,0.0101762
-2.2,0.28,0.0101748
-2.2,0.3,0.0101734
-2.2,0.32,0.0101718
-2.2,0.34,0.0101702
-2.2,0.36,0.0101685
-2.2,0.38,0.0101667
-2.2,0.4,0.0101648
-2.2,0.42,0.0101627
-2.2,0.44,0.0101606
-2.2,0.46,0.0101585
-2.2,0.48,0.0101562
-2.2,0.5,0.0101538
-2.2,0.52,0.0101514
-2.2,0.54,0.0101488
-2.2,0.56,0.0101462
-2.2,0.58,0.0101435
-2.2,0.6,0.0101408
-2.2,0.62,0.0101379
-2.2,0.64,0.0101349
-2.2,0.66,0.0101319
-2.2,0.68,0.0101288
-2.2,0.7,0.0101257
-2.2,0.72,0.0101224
-2.2,0.74,0.0101191
-2.2,0.76,0.0101157
-2.2,0.78,0.0101123
-2.2,0.8,0.0101088
-2.2,0.82,0.0101052
-2.2,0.84,0.0101015
-2.2,0.86,0.0100978
-2.2,0.88,0.0100941
-2.2,0.9,0.0100902
-2.2,0.92,0.0100863
-2.2,0.94,0.0100824
-2.2,0.96,0.0100784
-2.2,0.98,0.0100744
-2.2,1,0.0100703
-2.1,-1,0.0100856
-2.1,-0.98,0.0100906
-2.1,-0.96,0.0100955
-2.1,-0.94,0.0101004
-2.1,-0.92,0.0101052
-2.1,-0.9,0.0101099
-2.1,-0.88,0.0101146
-2.1,-0.86,0.0101192
-2.1,-0.84,0.0101238
-2.1,-0.82,0.0101282
-2.1,-0.8,0.0101326
-2.1,-0.78,0.0101369
-2.1,-0.76,0.0101411
-2.1,-0.74,0.0101453
-2.1,-0.72,0.0101493
-2.1,-0.7,0.0101533
-2.1,-0.68,0.0101572
-2.1,-0.66,0.010161
-2.1,-0.64,0.0101647
-2.1,-0.62,0.0101683
-2.1,-0.6,0.0101718
-2.1,-0.58,0.0101752
-2.1,-0.56,0.0101785
-2.1,-0.54,0.0101817
-2.1,-0.52,0.0101848
-2.1,-0.5,0.0101878
-2.1,-0.48,0.0101907
-2.1,-0.46,0.0101935
-2.1,-0.44,0.0101962
-2.1,-0.42,0.0101988
-2.1,-0.4,0.0102012
-2.1,-0.38,0.0102036
-2.1,-0.36,0.0102058
-2.1,-0.34,0.0102079
-2.1,-0.32,0.0102099
-2.1,-0.3,0.0102118
-2.1,-0.28,0.0102136
-2.1,-0.26,0.0102152
-2.1,-0.24,0.0102168
-2.1,-0.22,0.0102182
-2.1,-0.2,0.0102195
-2.1,-0.18,0.0102207
-2.1,-0.16,0.0102217
-2.1,-0.14,0.0102226
-2.1,-0.12,0.0102235
-2.1,-0.1,0.0102241
-2.1,-0.08,0.0102247
-2.1,-0.06,0.0102251
-2.1,-0.04,0.0102254
-2.1,-0.02,0.0102256
-2.1,6.17562e-16,0.0102257
-2.1,0.02,0.0102256
-2.1,0.04,0.0102254
-2.1,0.06,0.0102251
-2.1,0.08,0.0102247
-2.1,0.1,0.0102241
-2.1,0.12,0.0102235
-2.1,0.14,0.0102226
-2.1,0.16,0.0102217
-2.1,0.18,0.0102207
-2.1,0.2,0.0102195
-2.1,0.22,0.0102182
-2.1,0.24,0.0102168
-2.1,0.26,0.0102152
-2.1,0.28,0.0102136
-2.1,0.3,0.0102118
-2.1,0.32,0.0102099
-2.1,0.34,0.0102079
-2.1,0.36,0.0102058
-2.1,0.38,0.0102036
-2.1,0.4,0.0102012
-2.1,0.42,0.0101988
-2.1,0.44,0.0101962
-2.1,0.46,0.0101935
-2.1,0.48,0.0101907
-2.1,0.5,0.0101878
-2.1,0.52,0.0101848
-2.1,0.54,0.0101817
-2.1,0.56,0.0101785
-2.1,0.58,0.0101752
-2.1,0.6,0.0101718
-2.1,0.62,0.0101683
-2.1,0.64,0.0101647
-2.1,0.66,0.010161
-2.1,0.68,0.0101572
-2.1,0.7,0.0101533
-2.1,0.72,0.0101493
-2.1,0.74,0.0101453
-2.1,0.76,0.0101411
-2.1,0.78,0.0101369
-2.1,0.8,0.0101326
-2.1,0.82,0.0101282
-2.1,0.84,0.0101238
-2.1,0.86,0.0101192
-2.1,0.88,0.0101146
-2.1,0.9,0.0101099
-2.1,0.92,0.0101052
-2.1,0.94,0.0101004
-2.1,0.96,0.0100955
-2.1,0.98,0.0100906
-2.1,1,0.0100856
-2,-1,0.0101041
-2,-0.98,0.0101102
-2,-0.96,0.0101162
-2,-0.94,0.0101222
-2,-0.92,0.0101281
-2,-0.9,0.0101339
-2,-0.88,0.0101396
-2,-0.86,0.0101452
-2,-0.84,0.0101508
-2,-0.82,0.0101562
-2,-0.8,0.0101616
-2,-0.78,0.0101668
-2,-0.76,0.010172
-2,-0.74,0.0101771
-2,-0.72,0.0101821
-2,-0.7,0.0101869
-2,-0.68,0.0101917
-2,-0.66,0.0101963
-2,-0.64,0.0102009
-2,-0.62,0.0102053
-2,-0.6,0.0102096
-2,-0.58,0.0102138
-2,-0.56,0.0102178
-2,-0.54,0.0102218
-2,-0.52,0.0102256
-2,-0.5,0.0102293
-2,-0.48,0.0102328
-2,-0.46,0.0102363
-2,-0.44,0.0102396
-2,-0.42,0.0102427
-2,-0.4,0.0102457
-2,-0.38,0.0102486
-2,-0.36,0.0102514
-2,-0.34,0.010254
-2,-0.32,0.0102565
-2,-0.3,0.0102588
-2,-0.28,0.010261
-2,-0.26,0.010263
-2,-0.24,0.0102649
-2,-0.22,0.0102666
-2,-0.2,0.0102682
-2,-0.18,0.0102697
-2,-0.16,0.010271
-2,-0.14,0.0102721
-2,-0.12,0.0102731
-2,-0.1,0.0102739
-2,-0.08,0.0102746
-2,-0.06,0.0102752
-2,-0.04,0.0102756
-2,-0.02,0.0102758
-2,6.17562e-16,0.0102759
-2,0.02,0.0102758
-2,0.04,0.0102756
-2,0.06,0.0102752
-2,0.08,0.0102746
-2,0.1,0.0102739
-2,0.12,0.0102731
-2,0.14,0.0102721
-2,0.16,0.010271
-2,0.18,0.0102697
-2,0.2,0.0102682
-2,0.22,0.0102666
-2,0.24,0.0102649
-2,0.26,0.010263
-2,0.28,0.010261
-2,0.3,0.0102588
-2,0.32,0.0102565
-2,0.34,0.010254
-2,0.36,0.0102514
-2,0.38,0.0102486
-2,0.4,0.0102457
-2,0.42,0.0102427
-2,0.44,0.0102396
-2,0.46,0.0102363
-2,0.48,0.0102328
-2,0.5,0.0102293
-2,0.52,0.0102256
-2,0.54,0.0102218
-2,0.56,0.0102178
-2,0.58,0.0102138
-2,0.6,0.0102096
-2,0.62,0.0102053
-2,0.64,0.0102009
-2,0.66,0.0101963
-2,0.68,0.0101917
-2,0.7,0.0101869
-2,0.72,0.0101821
-2,0.74,0.0101771
-2,0.76,0.010172
-2,0.78,0.0101668
-2,0.8,0.0101616
-2,0.82,0.0101562
-2,0.84,0.0101508
-2,0.86,0.0101452
-2,0.88,0.0101396
-2,0.9,0.0101339
-2,0.92,0.0101281
-2,0.94,0.0101222
-2,0.96,0.0101162
-2,0.98,0.0101102
-2,1,0.0101041
-1.9,-1,0.0101266
-1.9,-0.98,0.010134
-1.9,-0.96,0.0101414
-1.9,-0.94,0.0101486
-1.9,-0.92,0.0101558
-1.9,-0.9,0.0101629
-1.9,-0.88,0.0101699
-1.9,-0.86,0.0101768
-1.9,-0.84,0.0101836
-1.9,-0.82,0.0101902
-1.9,-0.8,0.0101968
-1.9,-0.78,0.0102032
-1.9,-0.76,0.0102096
-1.9,-0.74,0.0102158
-1.9,-0.72,0.0102219
-1.9,-0.7,0.0102278
-1.9,-0.68,0.0102337
-1.9,-0.66,0.0102394
-1.9,-0.64,0.0102449
-1.9,-0.62,0.0102504
-1.9,-0.6,0.0102556
-1.9,-0.58,0.0102608
-1.9,-0.56,0.0102658
-1.9,-0.54,0.0102706
-1.9,-0.52,0.0102753
-1.9,-0.5,0.0102798
-1.9,-0.48,0.0102842
-1.9,-0.46,0.0102884
-1.9,-0.44,0.0102925
-1.9,-0.42,0.0102964
-1.9,-0.4,0.0103001
-1.9,-0.38,0.0103037
-1.9,-0.36,0.0103071
-1.9,-0.34,0.0103103
-1.9,-0.32,0.0103133
-1.9,-0.3,0.0103162
-1.9,-0.28,0.0103189
-1.9,-0.26,0.0103214
-1.9,-0.24,0.0103237
-1.9,-0.22,0.0103259
-1.9,-0.2,0.0103278
-1.9,-0.18,0.0103296
-1.9,-0.16,0.0103312
-1.9,-0.14,0.0103326
-1.9,-0.12,0.0103338
-1.9,-0.1,0.0103349
-1.9,-0.08,0.0103357
-1.9,-0.06,0.0103364
-1.9,-0.04,0.0103368
-1.9,-0.02,0.0103371
-1.9,6.17562e-16,0.0103372
-1.9,0.02,0.0103371
-1.9,0.04,0.0103368
-1.9,0.06,0.0103364
-1.9,0.08,0.0103357
-1.9,0.1,0.0103349
-1.9,0.12,0.0103338
-1.9,0.14,0.0103326
-1.9,0.16,0.0103312
-1.9,0.18,0.0103296
-1.9,0.2,0.0103278
-1.9,0.22,0.0103259
-1.9,0.24,0.0103237
-1.9,0.26,0.0103214
-1.9,0.28,0.0103189
-1.9,0.3,0.0103162
-1.9,0.32,0.0103133
-1.9,0.34,0.0103103
-1.9,0.36,0.0103071
-1.9,0.38,0.0103037
-1.9,0.4,0.0103001
-1.9,0.42,0.0102964
-1.9,0.44,0.0102925
-1.9,0.46,0.0102884
-1.9,0.48,0.0102842
-1.9,0.5,0.0102798
-1.9,0.52,0.0102753
-1.9,0.54,0.0102706
-1.9,0.56,0.0102658
-1.9,0.58,0.0102608
-1.9,0.6,0.0102556
-1.9,0.62,0.0102504
-1.9,0.64,0.0102449
-1.9,0.66,0.0102394
-1.9,0.68,0.0102337
-1.9,0.7,0.0102278
-1.9,0.72,0.0102219
-1.9,0.74,0.0102158
-1.9,0.76,0.0102096
-1.9,0.78,0.0102032
-1.9,0.8,0.0101968
-1.9,0.82,0.0101902
-1.9,0.84,0.0101836
-1.9,0.86,0.0101768
-1.9,0.88,0.0101699
-1.9,0.9,0.0101629
-1.9,0.92,0.0101558
-1.9,0.94,0.0101486
-1.9,0.96,0.0101414
-1.9,0.98,0.010134
-1.9,1,0.0101266
-1.8,-1,0.0101537
-1.8,-0.98,0.0101628
-1.8,-0.96,0.0101718
-1.8,-0.94,0.0101806
-1.8,-0.92,0.0101894
-1.8,-0.9,0.0101981
-1.8,-0.88,0.0102066
-1.8,-0.86,0.010215
-1.8,-0.84,0.0102233
-1.8,-0.82,0.0102315
-1.8,-0.8,0.0102395
-1.8,-0.78,0.0102474
-1.8,-0.76,0.0102552
-1.8,-0.74,0.0102628
-1.8,-0.72,0.0102703
-1.8,-0.7,0.0102776
-1.8,-0.68,0.0102848
-1.8,-0.66,0.0102918
-1.8,-0.64,0.0102986
-1.8,-0.62,0.0103053
-1.8,-0.6,0.0103117
-1.8,-0.58,0.0103181
-1.8,-0.56,0.0103242
-1.8,-0.54,0.0103302
-1.8,-0.52,0.0103359
-1.8,-0.5,0.0103415
-1.8,-0.48,0.0103469
-1.8,-0.46,0.0103521
-1.8,-0.44,0.0103571
-1.8,-0.42,0.0103619
-1.8,-0.4,0.0103665
-1.8,-0.38,0.0103709
-1.8,-0.36,0.0103751
-1.8,-0.34,0.010379
-1.8,-0.32,0.0103828
-1.8,-0.3,0.0103863
-1.8,-0.28,0.0103896
-1.8,-0.26,0.0103927
-1.8,-0.24,0.0103956
-1.8,-0.22,0.0103983
-1.8,-0.2,0.0104007
-1.8,-0.18,0.0104029
-1.8,-0.16,0.0104049
-1.8,-0.14,0.0104066
-1.8,-0.12,0.0104081
-1.8,-0.1,0.0104094
-1.8,-0.08,0.0104104
-1.8,-0.06,0.0104113
-1.8,-0.04,0.0104118
-1.8,-0.02,0.0104122
-1.8,6.17562e-16,0.0104123
-1.8,0.02,0.0104122
-1.8,0.04,0.0104118
-1.8,0.06,0.0104113
-1.8,0.08,0.0104104
-1.8,0.1,0.0104094
-1.8,0.12,0.0104081
-1.8,0.14,0.0104066
-1.8,0.16,0.0104049
-1.8,0.18,0.0104029
-1.8,0.2,0.0104007
-1.8,0.22,0.0103983
-1.8,0.24,0.0103956
-1.8,0.26,0.0103927
-1.8,0.28,0.0103896
-1.8,0.3,0.0103863
-1.8,0.32,0.0103828
-1.8,0.34,0.010379
-1.8,0.36,0.0103751
-1.8,0.38,0.0103709
-1.8,0.4,0.0103665
-1.8,0.42,0.0103619
-1.8,0.44,0.0103571
-1.8,0.46,0.0103521
-1.8,0.48,0.0103469
-1.8,0.5,0.0103415
-1.8,0.52,0.0103359
-1.8,0.54,0.0103302
-1.8,0.56,0.0103242
-1.8,0.58,0.0103181
-1.8,0.6,0.0103117
-1.8,0.62,0.0103053
-1.8,0.64,0.0102986
-1.8,0.66,0.0102918
-1.8,0.68,0.0102848
-1.8,0.7,0.0102776
-1.8,0.72,0.0102703
-1.8,0.74,0.0102628
-1.8,0.76,0.0102552
-1.8,0.78,0.0102474
-1.8,0.8,0.0102395
-1.8,0.82,0.0102315
-1.8,0.84,0.0102233
-1.8,0.86,0.010215
-1.8,0.88,0.0102066
-1.8,0.9,0.0101981
-1.8,0.92,0.0101894
-1.8,0.94,0.0101806
-1.8,0.96,0.0101718
-1.8,0.98,0.0101628
-1.8,1,0.0101537
-1.7,-1,0.0101864
-1.7,-0.98,0.0101975
-1.7,-0.96,0.0102084
-1.7,-0.94,0.0102193
-1.7,-0.92,0.01023
-1.7,-0.9,0.0102405
-1.7,-0.88,0.010251
-1.7,-0.86,0.0102613
-1.7,-0.84,0.0102714
-1.7,-0.82,0.0102814
-1.7,-0.8,0.0102913
-1.7,-0.78,0.010301
-1.7,-0.76,0.0103105
-1.7,-0.74,0.0103198
-1.7,-0.72,0.010329
-1.7,-0.7,0.010338
-1.7,-0.68,0.0103468
-1.7,-0.66,0.0103554
-1.7,-0.64,0.0103638
-1.7,-0.62,0.010372
-1.7,-0.6,0.01038
-1.7,-0.58,0.0103878
-1.7,-0.56,0.0103954
-1.7,-0.54,0.0104027
-1.7,-0.52,0.0104098
-1.7,-0.5,0.0104167
-1.7,-0.48,0.0104234
-1.7,-0.46,0.0104298
-1.7,-0.44,0.0104359
-1.7,-0.42,0.0104419
-1.7,-0.4,0.0104475
-1.7,-0.38,0.010453
-1.7,-0.36,0.0104581
-1.7,-0.34,0.010463
-1.7,-0.32,0.0104677
-1.7,-0.3,0.010472
-1.7,-0.28,0.0104761
-1.7,-0.26,0.01048
-1.7,-0.24,0.0104835
-1.7,-0.22,0.0104868
-1.7,-0.2,0.0104898
-1.7,-0.18,0.0104925
-1.7,-0.16,0.010495
-1.7,-0.14,0.0104972
-1.7,-0.12,0.010499
-1.7,-0.1,0.0105006
-1.7,-0.08,0.0105019
-1.7,-0.06,0.0105029
-1.7,-0.04,0.0105036
-1.7,-0.02,0.0105041
-1.7,6.17562e-16,0.0105042
-1.7,0.02,0.0105041
-1.7,0.04,0.0105036
-1.7,0.06,0.0105029
-1.7,0.08,0.0105019
-1.7,0.1,0.0105006
-1.7,0.12,0.010499
-1.7,0.14,0.0104972
-1.7,0.16,0.010495
-1.7,0.18,0.0104925
-1.7,0.2,0.0104898
-1.7,0.22,0.0104868
-1.7,0.24,0.0104835
-1.7,0.26,0.01048
-1.7,0.28,0.0104761
-1.7,0.3,0.010472
-1.7,0.32,0.0104677
-1.7,0.34,0.010463
-1.7,0.36,0.0104581
-1.7,0.38,0.010453
-1.7,0.4,0.0104475
-1.7,0.42,0.0104419
-1.7,0.44,0.0104359
-1.7,0.46,0.0104298
-1.7,0.48,0.0104234
-1.7,0.5,0.0104167
-1.7,0.52,0.0104098
-1.7,0.54,0.0104027
-1.7,0.56,0.0103954
-1.7,0.58,0.0103878
-1.7,0.6,0.01038
-1.7,0.62,0.010372
-1.7,0.64,0.0103638
-1.7,0.66,0.0103554
-1.7,0.68,0.0103468
-1.7,0.7,0.010338
-1.7,0.72,0.010329
-1.7,0.74,0.0103198
-1.7,0.76,0.0103105
-1.7,0.78,0.010301
-1.7,0.8,0.0102913
-1.7,0.82,0.0102814
-1.7,0.84,0.0102714
-1.7,0.86,0.0102613
-1.7,0.88,0.010251
-1.7,0.9,0.0102405
-1.7,0.92,0.01023
-1.7,0.94,0.0102193
-1.7,0.96,0.0102084
-1.7,0.98,0.0101975
-1.7,1,0.0101864
-1.6,-1,0.0102258
-1.6,-0.98,0.0102392
-1.6,-0.96,0.0102526
-1.6,-0.94,0.0102658
-1.6,-0.92,0.0102789
-1.6,-0.9,0.0102918
-1.6,-0.88,0.0103045
-1.6,-0.86,0.0103171
-1.6,-0.84,0.0103296
-1.6,-0.82,0.0103418
-1.6,-0.8,0.0103539
-1.6,-0.78,0.0103658
-1.6,-0.76,0.0103775
-1.6,-0.74,0.0103889
-1.6,-0.72,0.0104002
-1.6,-0.7,0.0104113
-1.6,-0.68,0.0104221
-1.6,-0.66,0.0104327
-1.6,-0.64,0.010443
-1.6,-0.62,0.0104531
-1.6,-0.6,0.010463
-1.6,-0.58,0.0104726
-1.6,-0.56,0.0104819
-1.6,-0.54,0.010491
-1.6,-0.52,0.0104998
-1.6,-0.5,0.0105083
-1.6,-0.48,0.0105165
-1.6,-0.46,0.0105244
-1.6,-0.44,0.0105321
-1.6,-0.42,0.0105394
-1.6,-0.4,0.0105464
-1.6,-0.38,0.0105531
-1.6,-0.36,0.0105595
-1.6,-0.34,0.0105656
-1.6,-0.32,0.0105714
-1.6,-0.3,0.0105768
-1.6,-0.28,0.0105819
-1.6,-0.26,0.0105866
-1.6,-0.24,0.0105911
-1.6,-0.22,0.0105951
-1.6,-0.2,0.0105989
-1.6,-0.18,0.0106023
-1.6,-0.16,0.0106053
-1.6,-0.14,0.010608
