pt,Ridge,Jet
8.0705,1.90228e-05,7.22296e-234
8.10667,1.83796e-05,6.32172e-234
8.14283,1.77585e-05,5.53219e-234
8.179,1.71587e-05,4.84062e-234
8.21517,1.65796e-05,4.23493e-234
8.25133,1.60203e-05,3.70454e-234
8.2875,1.54803e-05,3.24013e-234
8.32367,1.49587e-05,2.83357e-234
8.35983,1.4455e-05,2.47769e-234
8.396,1.39685e-05,2.16621e-234
8.43217,1.34987e-05,1.89364e-234
8.46833,1.3045e-05,1.65514e-234
8.5045,1.26067e-05,1.44649e-234
8.54067,1.21834e-05,1.26397e-234
8.57683,1.17746e-05,1.10433e-234
8.613,1.13797e-05,9.64727e-235
8.64917,1.09982e-05,8.42658e-235
8.68533,1.06297e-05,7.35936e-235
8.7215,1.02738e-05,6.42644e-235
8.75767,9.92997e-06,5.61103e-235
8.79383,9.59782e-06,4.89843e-235
8.83,9.27695e-06,4.27575e-235
8.86617,8.96697e-06,3.73173e-235
8.90233,8.6675e-06,3.25649e-235
8.9385,8.37818e-06,2.84139e-235
8.97467,8.09866e-06,2.47887e-235
9.01083,7.8286e-06,2.16231e-235
9.047,7.56768e-06,1.88593e-235
9.08317,7.31559e-06,1.64465e-235
9.11933,7.07201e-06,1.43405e-235
9.1555,6.83665e-06,1.25024e-235
9.19167,6.60924e-06,1.08985e-235
9.22783,6.3895e-06,9.49914e-236
9.264,6.17717e-06,8.2783e-236
9.30017,5.97199e-06,7.21341e-236
9.33633,5.77373e-06,6.28465e-236
9.3725,5.58213e-06,5.47474e-236
9.40867,5.39698e-06,4.76857e-236
9.44483,5.21805e-06,4.15293e-236
9.481,5.04513e-06,3.61628e-236
9.51717,4.87802e-06,3.14856e-236
9.55333,4.71652e-06,2.74097e-236
9.5895,4.56044e-06,2.38582e-236
9.62567,4.40959e-06,2.07641e-236
9.66183,4.26379e-06,1.80688e-236
9.698,4.12287e-06,1.57213e-236
9.73417,3.98668e-06,1.36769e-236
9.77033,3.85503e-06,1.18968e-236
9.8065,3.72779e-06,1.0347e-236
9.84267,3.60481e-06,8.9979e-237
9.87883,3.48593e-06,7.82365e-237
9.915,3.37102e-06,6.80172e-237
9.95117,3.25994e-06,5.91249e-237
9.98733,3.15257e-06,5.13882e-237
10.0235,3.04878e-06,4.46579e-237
10.0597,2.94844e-06,3.88039e-237
10.0958,2.85145e-06,3.37127e-237
10.132,2.75769e-06,2.92856e-237
10.1682,2.66704e-06,2.54364e-237
10.2043,2.57941e-06,2.20902e-237
10.2405,2.49469e-06,1.91816e-237
10.2767,2.41279e-06,1.66538e-237
10.3128,2.33361e-06,1.44572e-237
10.349,2.25705e-06,1.25486e-237
10.3852,2.18304e-06,1.08905e-237
10.4213,2.11148e-06,9.45022e-238
10.4575,2.04229e-06,8.19933e-238
10.4937,1.9754e-06,7.11307e-238
10.5298,1.91072e-06,6.16988e-238
10.566,1.84818e-06,5.35105e-238
10.6022,1.78771e-06,4.64027e-238
10.6383,1.72924e-06,4.02336e-238
10.6745,1.6727e-06,3.488e-238
10.7107,1.61804e-06,3.02347e-238
10.7468,1.56517e-06,2.62045e-238
10.783,1.51406e-06,2.27085e-238
10.8192,1.46463e-06,1.96763e-238
10.8553,1.41683e-06,1.70467e-238
10.8915,1.3706e-06,1.47665e-238
10.9277,1.3259e-06,1.27896e-238
10.9638,1.28268e-06,1.10759e-238
11,1.24088e-06,9.59056e-239
